seqname	V	D	J	vlen	vdilen	dlen	djilen	jlen
S4560	IGHV2-26*01	IGHD3-10*01	IGHJ2*01	300	0	29	1	52
S4561	IGHV1-3*02	IGHD3-22*01	IGHJ5*01	294	5	27	0	50
S4562	IGHV3/OR16-13*01	IGHD4-23*01	IGHJ6*01	294	8	17	2	58
S4563	IGHV1-58*02	IGHD1-20*01	IGHJ4*02	293	5	12	0	48
S4564	IGHV2-26*01	IGHD1-26*01	IGHJ5*01	299	23	20	5	50
S4565	IGHV1-69*08	IGHD2-2*02	IGHJ6*02	294	4	23	1	62
S4566	IGHV1/OR15-5*02	IGHD6-19*01	IGHJ6*01	293	7	15	13	63
S4567	IGHV7-81*01	IGHD5/OR15-5a*01	IGHJ1*01	292	2	18	0	40
S4568	IGHV4-4*04	IGHD1/OR15-1a*01	IGHJ3*02	287	3	0	9	50
S4569	IGHV1-58*02	IGHD1-14*01	IGHJ4*01	290	7	16	3	42
S4570	IGHV3/OR16-12*01	IGHD6-25*01	IGHJ2*01	289	3	12	0	36
S4571	IGHV3-NL1*01	IGHD2/OR15-2a*01	IGHJ3*01	294	5	31	6	46
S4572	IGHV1/OR15-1*04	IGHD6-25*01	IGHJ2*01	293	0	12	6	53
S4573	IGHV3-38*03	IGHD5-24*01	IGHJ5*02	287	8	7	0	44
S4574	IGHV3-16*02	IGHD5/OR15-5a*01	IGHJ1*01	292	7	22	0	43
S4575	IGHV4-61*02	IGHD3-10*01	IGHJ1*01	297	12	29	6	47
S4576	IGHV3-73*01	IGHD1-1*01	IGHJ4*03	300	13	7	4	43
S4577	IGHV6-1*01	IGHD3/OR15-3a*01	IGHJ1*01	303	18	21	7	45
S4578	IGHV3/OR16-12*01	IGHD1-7*01	IGHJ2*01	294	0	6	6	43
S4579	IGHV1-24*01	IGHD3-16*02	IGHJ6*02	291	8	25	3	54
S4580	IGHV3-43D*01	IGHD3-10*01	IGHJ5*01	293	8	20	8	50
S4581	IGHV3/OR16-6*02	IGHD3/OR15-3a*01	IGHJ4*02	300	16	12	0	42
S4582	IGHV3-11*06	IGHD3-10*01	IGHJ4*02	292	13	23	0	48
S4583	IGHV3-38-3*01	IGHD3-16*01	IGHJ1*01	288	10	34	5	48
S4584	IGHV3-25*04	IGHD7-27*01	IGHJ2*01	292	0	11	1	45
S4585	IGHV3-38-3*01	IGHD6-19*01	IGHJ6*04	288	1	6	8	61
S4586	IGHV3-25*04	IGHD6-25*01	IGHJ1*01	294	4	13	1	46
S4587	IGHV1/OR21-1*01	IGHD2-8*01	IGHJ4*02	294	0	23	6	38
S4588	IGHV2-70*11	IGHD2/OR15-2a*01	IGHJ5*01	298	3	25	0	50
S4589	IGHV3-66*02	IGHD5/OR15-5a*01	IGHJ3*02	291	2	18	6	44
S4590	IGHV3-64D*06	IGHD1-20*01	IGHJ5*01	294	6	5	13	43
S4591	IGHV3-13*01	IGHD5-12*01	IGHJ6*04	290	5	15	8	61
S4592	IGHV3-13*02	IGHD4-11*01	IGHJ2*01	291	0	1	1	53
S4593	IGHV3-53*04	IGHD6-25*01	IGHJ2*01	289	7	16	3	49
S4594	IGHV1/OR15-9*01	IGHD1/OR15-1a*01	IGHJ3*01	294	0	8	8	45
S4595	IGHV3-66*01	IGHD1-20*01	IGHJ4*02	290	8	1	4	46
S4596	IGHV3-49*02	IGHD2-8*01	IGHJ3*02	298	5	29	3	44
S4597	IGHV3-43D*01	IGHD4-11*01	IGHJ4*02	293	0	0	8	48
S4598	IGHV3-64*02	IGHD2-2*02	IGHJ2*01	293	0	24	0	50
S4599	IGHV3-64D*06	IGHD3/OR15-3a*01	IGHJ1*01	294	8	27	0	41
S4600	IGHV3-73*01	IGHD1-14*01	IGHJ1*01	297	12	15	1	51
S4601	IGHV5-51*02	IGHD7-27*01	IGHJ5*02	294	3	0	7	48
S4602	IGHV4-28*07	IGHD6-25*01	IGHJ6*01	293	12	0	0	62
S4603	IGHV1-46*03	IGHD2-8*02	IGHJ6*02	292	5	25	0	62
S4604	IGHV6-1*02	IGHD6-6*01	IGHJ4*02	303	11	18	1	43
S4605	IGHV3-74*01	IGHD5/OR15-5a*01	IGHJ3*02	293	4	23	0	50
S4606	IGHV3-33*03	IGHD6-6*01	IGHJ5*01	294	5	2	4	44
S4607	IGHV3-72*01	IGHD2-2*02	IGHJ6*01	299	4	25	0	63
S4608	IGHV1/OR15-9*01	IGHD5/OR15-5a*01	IGHJ5*02	294	2	22	4	51
S4609	IGHV1/OR21-1*01	IGHD1-14*01	IGHJ3*02	294	4	1	0	47
S4610	IGHV3-64*04	IGHD3/OR15-3a*01	IGHJ2*01	294	0	15	5	38
S4611	IGHV3-48*03	IGHD7-27*01	IGHJ6*02	294	6	0	3	57
S4612	IGHV5-10-1*03	IGHD2/OR15-2a*01	IGHJ3*02	293	0	28	3	43
S4613	IGHV4-4*02	IGHD1-7*01	IGHJ1*01	294	0	8	3	50
S4614	IGHV3-20*01	IGHD2/OR15-2a*01	IGHJ5*01	293	6	14	5	49
S4615	IGHV1-69-2*01	IGHD6-13*01	IGHJ4*02	292	2	12	6	43
S4616	IGHV3/OR16-12*01	IGHD4-23*01	IGHJ5*01	293	0	19	4	51
S4617	IGHV4-61*05	IGHD4-17*01	IGHJ3*01	297	14	4	12	43
S4618	IGHV3-21*02	IGHD5/OR15-5a*01	IGHJ1*01	292	7	16	0	52
S4619	IGHV1-8*01	IGHD1-7*01	IGHJ3*02	293	0	7	0	49
S4620	IGHV2-26*01	IGHD4-11*01	IGHJ5*02	300	0	4	3	48
S4621	IGHV4-4*06	IGHD3-10*02	IGHJ4*02	221	12	20	0	48
S4622	IGHV3-25*04	IGHD6-13*01	IGHJ4*01	294	0	13	0	45
S4623	IGHV3/OR16-8*02	IGHD3-9*01	IGHJ6*01	293	0	22	3	61
S4624	IGHV1-58*02	IGHD4-11*01	IGHJ3*01	294	1	0	0	48
S4625	IGHV3-16*02	IGHD5/OR15-5a*01	IGHJ1*01	292	12	11	0	52
S4626	IGHV2-26*01	IGHD2/OR15-2a*01	IGHJ3*01	298	6	20	1	39
S4627	IGHV3-38-3*01	IGHD6-25*01	IGHJ2*01	285	3	9	0	37
S4628	IGHV3-49*01	IGHD3-10*01	IGHJ4*01	300	4	29	0	46
S4629	IGHV7-81*01	IGHD3-22*01	IGHJ5*02	293	0	25	3	43
S4630	IGHV2-5*04	IGHD5-18*01	IGHJ1*01	293	7	17	1	46
S4631	IGHV3-23*03	IGHD1-1*01	IGHJ1*01	291	4	14	2	47
S4632	IGHV3-64*05	IGHD4-11*01	IGHJ3*01	292	3	16	0	50
S4633	IGHV2/OR16-5*01	IGHD6-6*01	IGHJ3*02	300	5	13	6	49
S4634	IGHV1-45*02	IGHD3/OR15-3a*01	IGHJ1*01	293	3	31	8	41
S4635	IGHV3/OR16-12*01	IGHD5-24*01	IGHJ4*02	289	4	2	1	44
S4636	IGHV3-73*01	IGHD1-26*01	IGHJ5*01	300	4	17	0	46
S4637	IGHV5-51*03	IGHD3-10*02	IGHJ6*02	292	0	23	1	56
S4638	IGHV4-59*10	IGHD6-19*01	IGHJ6*02	291	5	10	4	62
S4639	IGHV4-34*12	IGHD5-18*01	IGHJ5*01	288	5	19	0	46
S4640	IGHV3-48*01	IGHD3/OR15-3a*01	IGHJ2*01	292	4	22	7	45
S4641	IGHV3-73*02	IGHD5-24*01	IGHJ2*01	300	3	0	1	51
S4642	IGHV3-9*01	IGHD3-22*01	IGHJ2*01	294	9	23	0	53
S4643	IGHV1/OR15-9*01	IGHD3/OR15-3a*01	IGHJ6*01	291	7	25	4	58
S4644	IGHV1-45*01	IGHD4-11*01	IGHJ6*03	293	13	15	5	58
S4645	IGHV3-16*02	IGHD3-16*02	IGHJ5*02	292	4	30	5	51
S4646	IGHV4-28*04	IGHD2-8*02	IGHJ6*01	289	12	30	3	63
S4647	IGHV3-30*09	IGHD5-24*01	IGHJ5*02	292	5	18	3	49
S4648	IGHV4-31*01	IGHD2-2*02	IGHJ1*01	297	7	20	6	52
S4649	IGHV7-4-1*02	IGHD6-6*01	IGHJ5*02	294	5	8	0	42
S4650	IGHV1/OR15-5*02	IGHD6-13*01	IGHJ2*01	293	6	1	1	48
S4651	IGHV2-26*01	IGHD1-14*01	IGHJ1*01	300	19	10	4	46
S4652	IGHV3-48*01	IGHD6-6*01	IGHJ3*01	294	5	8	3	45
S4653	IGHV3/OR16-13*01	IGHD1-20*01	IGHJ1*01	294	4	17	1	39
S4654	IGHV3/OR16-6*02	IGHD6-19*01	IGHJ5*01	299	13	4	3	33
S4655	IGHV3-53*01	IGHD7-27*01	IGHJ2*01	287	0	1	5	53
S4656	IGHV3-30*17	IGHD4-23*01	IGHJ4*03	294	7	14	0	46
S4657	IGHV1-2*02	IGHD1/OR15-1a*01	IGHJ3*01	294	2	1	17	47
S4658	IGHV3-66*02	IGHD4-23*01	IGHJ4*02	291	0	3	4	42
S4659	IGHV1/OR15-9*01	IGHD4/OR15-4a*01	IGHJ5*02	294	1	14	3	46
S4660	IGHV3/OR15-7*01	IGHD1-1*01	IGHJ5*01	299	0	8	15	42
S4661	IGHV4-30-4*02	IGHD5/OR15-5a*01	IGHJ1*01	296	7	12	0	34
S4662	IGHV3/OR16-10*02	IGHD1-1*01	IGHJ1*01	290	3	13	9	49
S4663	IGHV4-31*02	IGHD1-7*01	IGHJ2*01	297	3	17	9	53
S4664	IGHV3-7*01	IGHD4-23*01	IGHJ4*02	294	14	19	0	43
S4665	IGHV2-5*02	IGHD3-3*02	IGHJ4*02	297	0	29	3	44
S4666	IGHV2/OR16-5*01	IGHD4-11*01	IGHJ3*02	299	25	11	3	50
S4667	IGHV3-66*03	IGHD3/OR15-3a*01	IGHJ1*01	291	10	5	5	50
S4668	IGHV3-72*01	IGHD2-15*01	IGHJ1*01	300	18	27	9	52
S4669	IGHV1/OR15-9*01	IGHD2-15*01	IGHJ5*02	294	6	20	0	50
S4670	IGHV3-15*06	IGHD3-9*01	IGHJ5*02	299	6	26	0	42
S4671	IGHV1-69*09	IGHD1-20*01	IGHJ4*03	293	3	0	4	43
S4672	IGHV1-8*02	IGHD1/OR15-1a*01	IGHJ6*03	294	0	15	10	62
S4673	IGHV3-74*03	IGHD1-20*01	IGHJ5*02	293	10	17	3	50
S4674	IGHV3-38-3*01	IGHD5/OR15-5a*01	IGHJ5*01	288	2	18	4	49
S4675	IGHV3-NL1*01	IGHD5/OR15-5a*01	IGHJ4*03	291	17	19	13	48
S4676	IGHV3-7*02	IGHD4-23*01	IGHJ6*04	294	5	4	6	55
S4677	IGHV3-16*01	IGHD2/OR15-2a*01	IGHJ2*01	294	4	31	5	48
S4678	IGHV3/OR15-7*03	IGHD5-18*01	IGHJ4*02	300	4	13	3	47
S4679	IGHV7-81*01	IGHD3-3*01	IGHJ2*01	292	12	24	0	51
S4680	IGHV1-46*02	IGHD2-2*03	IGHJ1*01	293	12	21	0	50
S4681	IGHV3/OR16-13*01	IGHD6-6*01	IGHJ5*02	290	4	18	5	38
S4682	IGHV3-53*01	IGHD6-6*01	IGHJ5*02	291	0	9	0	43
S4683	IGHV1-24*01	IGHD3-16*01	IGHJ2*01	291	0	20	0	38
S4684	IGHV1-69D*01	IGHD1/OR15-1a*01	IGHJ1*01	289	6	14	0	52
S4685	IGHV3-33*06	IGHD1-14*01	IGHJ3*01	294	6	2	3	50
S4686	IGHV3-7*01	IGHD5-18*01	IGHJ6*04	288	7	16	4	55
S4687	IGHV3-64*04	IGHD1-20*01	IGHJ6*03	293	7	3	5	52
S4688	IGHV4-30-4*01	IGHD4-23*01	IGHJ3*02	296	0	0	0	50
S4689	IGHV4-28*04	IGHD5-18*01	IGHJ6*03	294	0	8	1	60
S4690	IGHV3-30*09	IGHD1-14*01	IGHJ2*01	293	12	9	1	40
S4691	IGHV3-43D*01	IGHD5/OR15-5a*01	IGHJ5*02	294	6	23	6	47
S4692	IGHV3-43D*01	IGHD1-20*01	IGHJ1*01	294	3	11	12	47
S4693	IGHV1-46*03	IGHD5-12*01	IGHJ3*02	294	9	13	0	45
S4694	IGHV3-NL1*01	IGHD6-25*01	IGHJ5*01	291	9	16	4	38
S4695	IGHV3-23*04	IGHD4-11*01	IGHJ2*01	294	7	7	11	48
S4696	IGHV2-26*01	IGHD1-26*01	IGHJ6*04	299	0	14	3	57
S4697	IGHV3-64*04	IGHD3-22*01	IGHJ1*01	293	3	26	0	51
S4698	IGHV3-64D*06	IGHD6-6*01	IGHJ4*02	289	12	8	12	46
S4699	IGHV1/OR21-1*01	IGHD6-6*01	IGHJ5*01	292	6	11	1	51
S4700	IGHV3-73*01	IGHD3-3*02	IGHJ4*02	300	2	21	3	47
S4701	IGHV4-4*07	IGHD1-7*01	IGHJ5*02	288	4	8	3	49
S4702	IGHV3-30*09	IGHD1-7*01	IGHJ2*01	291	0	5	7	37
S4703	IGHV3-15*06	IGHD6-25*01	IGHJ5*01	299	7	16	0	51
S4704	IGHV1-69*13	IGHD1-7*01	IGHJ3*02	294	0	17	17	45
S4705	IGHV1-58*02	IGHD1-26*01	IGHJ6*04	294	15	12	0	61
S4706	IGHV3-30-3*02	IGHD2/OR15-2a*01	IGHJ1*01	294	8	29	4	50
S4707	IGHV4-38-2*01	IGHD4-11*01	IGHJ2*01	294	0	2	0	47
S4708	IGHV4-61*03	IGHD6-6*01	IGHJ1*01	294	5	12	3	50
S4709	IGHV2-70D*04	IGHD1-26*01	IGHJ3*01	300	4	9	9	45
S4710	IGHV3-NL1*01	IGHD6-13*01	IGHJ2*01	293	7	12	10	51
S4711	IGHV1/OR15-9*01	IGHD4-11*01	IGHJ1*01	294	7	5	0	43
S4712	IGHV7-81*01	IGHD1-20*01	IGHJ1*01	294	9	2	6	47
S4713	IGHV3-53*02	IGHD4-11*01	IGHJ2*01	290	9	16	10	51
S4714	IGHV1-8*01	IGHD5-18*01	IGHJ1*01	294	7	17	1	39
S4715	IGHV3-9*01	IGHD5-12*01	IGHJ1*01	293	5	14	0	49
S4716	IGHV2-26*01	IGHD5-12*01	IGHJ5*01	300	9	23	0	47
S4717	IGHV4-34*02	IGHD2-21*01	IGHJ4*02	290	25	0	4	48
S4718	IGHV4/OR15-8*02	IGHD1-26*01	IGHJ4*02	293	13	4	1	44
S4719	IGHV1/OR15-9*01	IGHD3-10*02	IGHJ4*02	294	1	18	0	42
S4720	IGHV3-74*03	IGHD4-17*01	IGHJ1*01	294	3	5	4	52
S4721	IGHV3-38-3*01	IGHD6-13*01	IGHJ1*01	287	5	0	7	35
S4722	IGHV4-61*01	IGHD4-17*01	IGHJ5*02	294	4	11	4	51
S4723	IGHV1-3*01	IGHD3-9*01	IGHJ6*01	294	0	19	0	48
S4724	IGHV4-28*01	IGHD5-12*01	IGHJ2*01	293	5	6	0	48
S4725	IGHV3/OR16-8*02	IGHD6-13*01	IGHJ3*02	294	9	5	15	47
S4726	IGHV6-1*01	IGHD2-8*01	IGHJ1*01	300	5	14	0	48
S4727	IGHV3-38*01	IGHD3-16*01	IGHJ4*02	287	0	33	4	43
S4728	IGHV4-59*03	IGHD5-18*01	IGHJ2*01	288	8	16	13	48
S4729	IGHV4-28*06	IGHD1-26*01	IGHJ5*02	294	0	9	7	48
S4730	IGHV3-9*01	IGHD1-20*01	IGHJ2*01	293	4	8	1	46
S4731	IGHV3-16*01	IGHD7-27*01	IGHJ1*01	294	7	6	7	44
S4732	IGHV3-30*10	IGHD6-19*01	IGHJ2*01	294	0	17	0	50
S4733	IGHV3-53*01	IGHD2-2*02	IGHJ3*01	290	9	18	3	50
S4734	IGHV3-30*15	IGHD4-23*01	IGHJ5*01	293	9	10	0	49
S4735	IGHV3/OR16-13*01	IGHD1-26*01	IGHJ3*02	291	7	19	11	36
S4736	IGHV3-7*02	IGHD3-22*01	IGHJ3*02	292	4	22	1	45
S4737	IGHV4/OR15-8*02	IGHD6-13*01	IGHJ5*01	292	4	12	1	43
S4738	IGHV3-20*01	IGHD3-3*01	IGHJ4*01	294	7	20	2	47
S4739	IGHV2/OR16-5*01	IGHD4-11*01	IGHJ1*01	300	7	0	1	44
S4740	IGHV3-30*08	IGHD3-16*02	IGHJ2*01	292	4	28	8	47
S4741	IGHV1-18*04	IGHD3-16*02	IGHJ4*03	294	6	27	0	40
S4742	IGHV3-25*04	IGHD1-7*01	IGHJ1*01	291	6	11	0	44
S4743	IGHV5-51*03	IGHD1/OR15-1a*01	IGHJ4*01	294	0	9	0	46
S4744	IGHV3-72*01	IGHD2-15*01	IGHJ3*01	300	2	23	10	35
S4745	IGHV4-38-2*01	IGHD6-13*01	IGHJ1*01	294	0	15	0	52
S4746	IGHV1/OR15-5*02	IGHD1/OR15-1a*01	IGHJ2*01	289	11	12	0	43
S4747	IGHV3-43*02	IGHD3-3*01	IGHJ3*02	294	0	27	5	50
S4748	IGHV4/OR15-8*01	IGHD1-1*01	IGHJ3*01	293	12	16	4	48
S4749	IGHV4-34*13	IGHD1-7*01	IGHJ2*01	219	5	9	0	53
S4750	IGHV1-69-2*01	IGHD2-21*02	IGHJ4*02	293	0	21	0	41
S4751	IGHV4-59*04	IGHD2-8*01	IGHJ6*01	287	4	30	0	58
S4752	IGHV4-61*01	IGHD1/OR15-1a*01	IGHJ4*01	297	2	13	1	48
S4753	IGHV4-4*02	IGHD1-26*01	IGHJ2*01	294	0	17	1	46
S4754	IGHV7-4-1*01	IGHD7-27*01	IGHJ6*04	294	3	11	3	62
S4755	IGHV1/OR21-1*01	IGHD6-25*01	IGHJ3*01	293	0	16	1	48
S4756	IGHV3-38*03	IGHD1-20*01	IGHJ5*02	288	2	8	0	51
S4757	IGHV3-38*02	IGHD5-12*01	IGHJ1*01	288	0	20	15	47
S4758	IGHV1-69*10	IGHD5-24*01	IGHJ3*02	294	0	1	4	50
S4759	IGHV3-NL1*01	IGHD6-19*01	IGHJ6*03	293	13	12	0	54
S4760	IGHV3/OR16-12*01	IGHD5-18*01	IGHJ5*02	294	3	16	1	50
S4761	IGHV6-1*02	IGHD2-8*02	IGHJ3*01	302	1	26	0	50
S4762	IGHV3-13*01	IGHD3-3*02	IGHJ6*02	289	6	18	2	54
S4763	IGHV3-43D*01	IGHD3-22*01	IGHJ4*02	294	7	15	8	40
S4764	IGHV3-23*01	IGHD2-21*02	IGHJ5*02	293	0	27	8	51
S4765	IGHV3-30-3*03	IGHD4-11*01	IGHJ1*01	293	2	11	0	46
S4766	IGHV1-8*01	IGHD6-6*01	IGHJ1*01	289	4	4	0	52
S4767	IGHV4-30-2*01	IGHD2-15*01	IGHJ2*01	296	5	18	4	47
S4768	IGHV3-11*01	IGHD1-26*01	IGHJ6*04	294	0	11	0	62
S4769	IGHV3-9*02	IGHD2-15*01	IGHJ5*01	294	5	22	0	46
S4770	IGHV3-23*02	IGHD1-1*01	IGHJ1*01	294	3	0	7	45
S4771	IGHV3-16*02	IGHD5-12*01	IGHJ1*01	292	8	20	14	48
S4772	IGHV1-3*02	IGHD1-14*01	IGHJ5*02	293	8	13	0	41
S4773	IGHV7-4-1*04	IGHD1-1*01	IGHJ3*01	293	0	12	19	46
S4774	IGHV3-13*03	IGHD1/OR15-1a*01	IGHJ2*01	291	0	2	3	53
S4775	IGHV1-2*03	IGHD4/OR15-4a*01	IGHJ1*01	293	18	19	0	49
S4776	IGHV3-74*01	IGHD3/OR15-3a*01	IGHJ1*01	293	3	30	0	47
S4777	IGHV3-30*09	IGHD5-24*01	IGHJ4*01	294	0	16	3	36
S4778	IGHV7-4-1*04	IGHD6-25*01	IGHJ2*01	294	0	4	0	42
S4779	IGHV4-4*07	IGHD3-3*01	IGHJ6*01	291	7	27	0	54
S4780	IGHV1/OR15-5*02	IGHD2-21*02	IGHJ1*01	294	12	26	10	52
S4781	IGHV2-70D*04	IGHD6-6*01	IGHJ6*02	296	15	10	1	62
S4782	IGHV3-64D*06	IGHD6-19*01	IGHJ4*03	291	8	17	0	48
S4783	IGHV3-16*01	IGHD1-26*01	IGHJ5*01	291	8	9	6	44
S4784	IGHV3-33*06	IGHD5-24*01	IGHJ6*03	294	3	8	8	59
S4785	IGHV4-31*02	IGHD2-8*01	IGHJ1*01	297	0	14	5	48
S4786	IGHV3-13*01	IGHD5-18*01	IGHJ4*02	291	8	10	3	43
S4787	IGHV4-34*09	IGHD3-10*01	IGHJ6*04	290	11	23	0	55
S4788	IGHV4-38-2*02	IGHD1/OR15-1a*01	IGHJ5*01	293	4	7	3	42
S4789	IGHV3-15*03	IGHD5-18*01	IGHJ2*01	300	7	13	14	51
S4790	IGHV1-69-2*01	IGHD1-7*01	IGHJ1*01	294	0	4	0	42
S4791	IGHV3-35*01	IGHD3-16*02	IGHJ5*01	291	7	29	1	51
S4792	IGHV3-30*12	IGHD1/OR15-1a*01	IGHJ2*01	294	0	9	2	53
S4793	IGHV7-81*01	IGHD4/OR15-4a*01	IGHJ1*01	294	0	0	4	45
S4794	IGHV4-61*06	IGHD5/OR15-5a*01	IGHJ2*01	220	8	16	4	53
S4795	IGHV3-38-3*01	IGHD3-22*01	IGHJ3*02	288	5	24	4	34
S4796	IGHV4/OR15-8*02	IGHD6-25*01	IGHJ6*03	294	4	6	2	51
S4797	IGHV2-70*10	IGHD1-26*01	IGHJ4*02	300	8	18	0	47
S4798	IGHV3-20*02	IGHD2-15*01	IGHJ1*01	293	5	31	4	52
S4799	IGHV1-2*03	IGHD1/OR15-1a*01	IGHJ4*01	293	7	11	18	47
S4800	IGHV1/OR15-1*03	IGHD5/OR15-5a*01	IGHJ4*03	289	7	11	0	42
S4801	IGHV4-38-2*02	IGHD2-8*02	IGHJ5*02	294	13	17	4	51
S4802	IGHV3-13*05	IGHD3/OR15-3a*01	IGHJ5*02	288	0	27	6	46
S4803	IGHV1-69-2*01	IGHD1-14*01	IGHJ3*01	293	0	0	0	50
S4804	IGHV3-30*09	IGHD4-23*01	IGHJ4*03	293	7	3	9	37
S4805	IGHV4/OR15-8*01	IGHD2-15*01	IGHJ5*02	290	3	15	5	51
S4806	IGHV7-4-1*01	IGHD6-13*01	IGHJ5*01	291	5	21	3	47
S4807	IGHV3-43*01	IGHD5-12*01	IGHJ1*01	288	0	22	2	52
S4808	IGHV4-28*05	IGHD1-14*01	IGHJ4*01	292	6	8	6	40
S4809	IGHV3/OR16-13*01	IGHD4-17*01	IGHJ1*01	293	9	15	8	48
S4810	IGHV4-4*06	IGHD3-22*01	IGHJ6*03	222	3	30	1	62
S4811	IGHV3-15*03	IGHD2-15*01	IGHJ1*01	300	0	24	0	52
S4812	IGHV3-30*09	IGHD6-25*01	IGHJ6*04	293	4	16	0	57
S4813	IGHV3/OR16-12*01	IGHD2-15*01	IGHJ5*01	294	12	19	4	41
S4814	IGHV3-30*18	IGHD5-18*01	IGHJ1*01	294	2	14	7	41
S4815	IGHV3-64D*06	IGHD6-6*01	IGHJ2*01	294	4	16	0	53
S4816	IGHV3-43D*01	IGHD6-19*01	IGHJ2*01	294	14	1	2	53
S4817	IGHV1-24*01	IGHD3-9*01	IGHJ5*01	293	12	6	9	47
S4818	IGHV3-66*02	IGHD3-10*02	IGHJ6*02	290	5	21	0	62
S4819	IGHV3-43*01	IGHD5-24*01	IGHJ3*02	293	4	15	3	49
S4820	IGHV1-46*01	IGHD2-15*01	IGHJ5*02	293	0	22	10	39
S4821	IGHV1/OR15-9*01	IGHD2-21*02	IGHJ4*02	294	5	17	10	44
S4822	IGHV1-58*01	IGHD1/OR15-1a*01	IGHJ1*01	294	13	16	0	47
S4823	IGHV3-13*04	IGHD4-23*01	IGHJ1*01	291	5	9	7	46
S4824	IGHV3/OR16-10*01	IGHD3/OR15-3a*01	IGHJ1*01	288	8	23	5	52
S4825	IGHV3-25*04	IGHD3-3*02	IGHJ2*01	294	3	15	7	48
S4826	IGHV1-2*05	IGHD5-24*01	IGHJ3*02	293	7	0	6	37
S4827	IGHV3-13*04	IGHD3-9*01	IGHJ3*01	291	0	22	0	48
S4828	IGHV3/OR16-9*01	IGHD3/OR15-3a*01	IGHJ4*03	292	0	27	0	48
S4829	IGHV3-73*02	IGHD5-24*01	IGHJ1*01	299	9	11	1	47
S4830	IGHV1/OR15-9*01	IGHD1/OR15-1a*01	IGHJ6*02	294	5	11	6	56
S4831	IGHV5-10-1*01	IGHD5-18*01	IGHJ4*03	294	3	10	0	42
S4832	IGHV3-53*01	IGHD6-25*01	IGHJ1*01	290	6	11	4	50
S4833	IGHV3-49*05	IGHD1-1*01	IGHJ3*01	299	5	12	12	45
S4834	IGHV3-25*04	IGHD1-7*01	IGHJ6*02	294	8	1	10	62
S4835	IGHV1/OR15-1*01	IGHD1-14*01	IGHJ3*01	292	1	3	3	50
S4836	IGHV3-15*02	IGHD3-10*01	IGHJ1*01	300	8	25	4	48
S4837	IGHV2-5*06	IGHD6-6*01	IGHJ6*02	300	12	12	7	62
S4838	IGHV3-21*02	IGHD3-9*01	IGHJ6*03	292	0	21	9	62
S4839	IGHV2-70D*04	IGHD5-18*01	IGHJ2*01	297	9	11	6	47
S4840	IGHV3/OR16-13*01	IGHD3-9*01	IGHJ4*02	293	6	29	18	42
S4841	IGHV1-45*02	IGHD3-3*02	IGHJ5*01	293	9	22	0	46
S4842	IGHV3-20*02	IGHD3-22*01	IGHJ3*01	294	2	21	0	50
S4843	IGHV5-10-1*03	IGHD4-17*01	IGHJ1*01	290	8	6	5	49
S4844	IGHV3/OR16-8*02	IGHD1-26*01	IGHJ4*01	294	6	12	0	46
S4845	IGHV3-16*02	IGHD3-3*01	IGHJ1*01	293	25	27	3	46
S4846	IGHV1-3*02	IGHD3/OR15-3a*01	IGHJ2*01	291	11	26	0	51
S4847	IGHV3-43*02	IGHD4/OR15-4a*01	IGHJ6*03	293	3	19	1	62
S4848	IGHV3-25*04	IGHD4-11*01	IGHJ1*01	293	5	13	18	44
S4849	IGHV1/OR15-5*02	IGHD3-9*01	IGHJ1*01	294	0	27	11	47
S4850	IGHV2-70*03	IGHD1-7*01	IGHJ1*01	290	9	6	8	42
S4851	IGHV4-34*07	IGHD5/OR15-5a*01	IGHJ5*01	283	0	17	12	37
S4852	IGHV6-1*01	IGHD2-15*01	IGHJ6*04	303	4	31	4	58
S4853	IGHV1/OR15-9*01	IGHD4-11*01	IGHJ2*01	289	2	14	3	50
S4854	IGHV4-34*09	IGHD1-7*01	IGHJ2*01	288	2	9	1	52
S4855	IGHV4-61*05	IGHD3-22*01	IGHJ5*02	297	17	30	2	45
S4856	IGHV3-49*05	IGHD2-2*01	IGHJ4*02	300	12	18	4	48
S4857	IGHV3-66*02	IGHD1-14*01	IGHJ2*01	291	0	8	23	45
S4858	IGHV1-46*02	IGHD1-26*01	IGHJ5*02	292	10	13	3	49
S4859	IGHV2/OR16-5*01	IGHD5-12*01	IGHJ6*01	299	18	20	7	56
S4860	IGHV1-3*02	IGHD3-16*01	IGHJ4*02	293	6	31	10	48
S4861	IGHV2/OR16-5*01	IGHD4/OR15-4a*01	IGHJ6*03	299	12	11	6	56
S4862	IGHV3-43*01	IGHD2-21*01	IGHJ5*01	293	3	17	9	51
S4863	IGHV7-81*01	IGHD3-16*01	IGHJ5*02	294	5	12	3	41
S4864	IGHV3-11*04	IGHD1-7*01	IGHJ4*01	293	2	8	4	42
S4865	IGHV3-49*05	IGHD4-23*01	IGHJ3*02	298	7	18	0	47
S4866	IGHV3-64*05	IGHD4-17*01	IGHJ4*01	294	9	1	1	41
S4867	IGHV1-24*01	IGHD5/OR15-5a*01	IGHJ6*04	293	5	13	8	57
S4868	IGHV2/OR16-5*01	IGHD6-6*01	IGHJ6*01	299	5	16	3	62
S4869	IGHV3/OR16-12*01	IGHD1/OR15-1a*01	IGHJ3*01	294	8	15	0	50
S4870	IGHV4-59*02	IGHD2-8*01	IGHJ5*01	289	19	16	8	41
